event_uid,dataset_version,subject,session_stamp,anchor_time_rel_s,event_type,event_level,road_type_anchor,n_window_samples,random_event_split,session_level_split,subject_level_split
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365,vehicle_instability_highconf_v0_1,zt,2025_09_28_11_20_08,416.365,instability_ay_roll,strong_active,straight,3,val,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990,vehicle_instability_highconf_v0_1,zt,2025_09_28_11_20_08,472.99,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000488065,vehicle_instability_highconf_v0_1,zt,2025_09_28_11_20_08,488.065,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000028755,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,28.755,instability_ay_roll,strong_active,straight,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000072855,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,72.855,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,101.585,instability_roll_only,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000105310,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,105.31,instability_ay_roll,strong_active,straight,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000122020,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,122.02,instability_ay_roll,medium_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000148800,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,148.8,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000163770,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,163.77,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000231650,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,231.65,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000260070,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,260.07,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,312.575,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000364875,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,364.875,instability_ay_roll,weak,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000384950,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,384.95,instability_ay_roll,weak,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,398.3,instability_ay_roll,extreme_active,straight,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000417655,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,417.655,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,421.025,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000446275,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,446.275,instability_ay_roll,strong_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000470635,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,470.635,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,490.62,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000559925,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,559.925,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000593005,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,593.005,instability_ay_roll,medium_active,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000615805,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,615.805,instability_ay_roll,none,none,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_32_00,645.585,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,78.89,instability_ay_roll,extreme_active,straight,3,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,87.075,instability_ay_roll,extreme_active,straight,3,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000111180,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,111.18,instability_ay_roll,extreme_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,152.93,instability_ay_roll,extreme_active,curve,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000212495,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,212.495,instability_ay_roll,none,none,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000217955,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,217.955,instability_ay_roll,strong_active,curve,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000237520,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,237.52,instability_ay_roll,strong_active,curve,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,263.295,instability_ay_roll,extreme_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,293.01,instability_ay_roll,strong_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,316.255,instability_ay_roll,extreme_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000327995,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,327.995,instability_ay_roll,extreme_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000387440,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,387.44,instability_ay_roll,strong_active,curve,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000420380,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,420.38,instability_ay_roll,medium_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000444410,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,444.41,instability_ay_roll,none,none,3,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000451415,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,451.415,instability_ay_roll,none,none,3,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000489640,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,489.64,instability_ay_roll,extreme_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000501045,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,501.045,instability_roll_only,extreme_active,straight,3,test,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000508785,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,508.785,instability_ay_roll,none,none,3,val,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000580640,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,580.64,instability_ay_roll,extreme_active,straight,3,test,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,599.55,instability_ay_roll,strong_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670,vehicle_instability_highconf_v0_1,zx,2025_09_27_16_46_13,632.67,instability_ay_roll,weak,curve,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,103.335,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000127510,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,127.51,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000151260,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,151.26,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000172360,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,172.36,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000198435,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,198.435,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000249170,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,249.17,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000272865,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,272.865,instability_ay_roll,none,none,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000288060,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,288.06,instability_ay_roll,medium_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000293155,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,293.155,instability_ay_roll,medium_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000380385,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,380.385,instability_ay_roll,strong_active,straight,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000402025,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,402.025,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000407380,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,407.38,instability_ay_roll,weak,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,412.95,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000471995,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,471.995,instability_ay_roll,strong_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000486315,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,486.315,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000504955,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_14_07,504.955,instability_ay_roll,none,none,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_25_16,18.42,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_25_16,55.95,instability_ay_roll,strong_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000082240,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_25_16,82.24,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000123645,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_25_16,123.645,instability_ay_roll,extreme_active,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000047060,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,47.06,instability_ay_roll,medium_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000065380,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,65.38,instability_ay_roll,extreme_active,straight,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000082590,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,82.59,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000119620,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,119.62,instability_ay_roll,strong_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000148095,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,148.095,instability_ay_roll,none,none,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,177.21,instability_ay_roll,extreme_active,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,199.53,instability_ay_roll,extreme_active,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000225970,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,225.97,instability_ay_roll,strong_active,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000244175,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,244.175,instability_ay_roll,weak,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000302795,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,302.795,instability_ay_roll,strong_active,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000364530,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,364.53,instability_ay_roll,strong_active,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000402560,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_29_08,402.56,instability_ay_roll,extreme_active,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000092045,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,92.045,instability_ay_roll,extreme_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000135280,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,135.28,instability_ay_roll,extreme_active,curve,3,val,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000158510,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,158.51,instability_ay_roll,none,none,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,166.41,instability_ay_roll,weak,curve,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000175330,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,175.33,instability_ay_roll,none,none,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000179665,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,179.665,instability_ay_roll,extreme_active,curve,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000202360,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,202.36,instability_ay_roll,strong_active,straight,3,test,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000231875,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,231.875,instability_ay_roll,extreme_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,242.01,instability_ay_roll,strong_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000256590,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,256.59,instability_ay_roll,extreme_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000285070,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,285.07,instability_ay_roll,strong_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000301740,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,301.74,instability_ay_roll,extreme_active,curve,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000336625,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,336.625,instability_ay_roll,strong_active,straight,3,val,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,361.28,instability_ay_roll,extreme_active,straight,3,val,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000385440,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,385.44,instability_ay_roll,strong_active,straight,3,val,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000445945,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,445.945,instability_ay_roll,medium_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,449.82,instability_ay_roll,extreme_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000469100,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,469.1,instability_ay_roll,none,none,3,test,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000508355,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,508.355,instability_ay_roll,strong_active,straight,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000524690,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,524.69,instability_ay_roll,weak,curve,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000588795,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_45_11,588.795,instability_ay_roll,strong_active,curve,3,train,val,val
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_56_42,80.875,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_56_42,108.65,instability_ay_roll,strong_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000149270,vehicle_instability_highconf_v0_1,zx,2025_09_27_17_56_42,149.27,instability_ay_roll,extreme_active,curve,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,20.45,instability_ay_roll,strong_active,straight,3,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000050245,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,50.245,instability_ay_roll,strong_active,straight,3,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000066065,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,66.065,instability_ay_roll,strong_active,straight,3,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000119290,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,119.29,instability_ay_roll,extreme_active,straight,3,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,149.68,instability_ay_roll,extreme_active,curve,3,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,173.505,instability_ay_roll,strong_active,curve,3,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000195680,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,195.68,instability_ay_roll,extreme_active,curve,3,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000256360,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,256.36,instability_ay_roll,strong_active,curve,3,val,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000313580,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,313.58,instability_ay_roll,strong_active,curve,3,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000320360,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,320.36,instability_ay_roll,strong_active,curve,3,val,test,val
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_00_08,353.905,instability_ay_roll,strong_active,curve,3,train,test,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000025310,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,25.31,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,48.255,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,71.31,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000087885,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,87.885,instability_ay_roll,none,none,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000123135,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,123.135,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000149280,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,149.28,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000193555,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,193.555,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000223290,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,223.29,instability_ay_roll,strong_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000251385,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,251.385,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000277150,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,277.15,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000323585,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,323.585,instability_ay_roll,strong_active,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000342080,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,342.08,instability_ay_only,none,none,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000353295,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,353.295,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,376.46,instability_ay_roll,none,none,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000387335,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,387.335,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000431470,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,431.47,instability_ay_roll,extreme_active,straight,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000492380,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,492.38,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000550085,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,550.085,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_07_01,584.705,instability_ay_roll,weak,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000080870,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,80.87,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,96.34,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000145260,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,145.26,instability_ay_roll,extreme_active,curve,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000176840,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,176.84,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000205030,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,205.03,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000230970,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,230.97,instability_ay_roll,strong_active,straight,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,253.945,instability_ay_roll,strong_active,straight,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000280415,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,280.415,instability_ay_roll,weak,curve,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000307245,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,307.245,instability_ay_roll,extreme_active,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,377.105,instability_ay_roll,strong_active,straight,3,val,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000435575,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,435.575,instability_ay_roll,weak,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,468.965,instability_ay_roll,weak,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000492875,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,492.875,instability_ay_roll,none,none,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000522640,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,522.64,instability_ay_roll,extreme_active,straight,3,test,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000534070,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,534.07,instability_ay_roll,weak,straight,3,train,train,val
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770,vehicle_instability_highconf_v0_1,zx,2025_09_27_18_17_48,554.77,instability_ay_roll,medium_active,curve,3,train,train,val
