event_uid,subject,session_stamp,anchor_source,phase_type,event_level,sample_row_count,random_event_split,session_level_split,subject_level_split,normalization_protocol
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00025,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,strong,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00026,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00027,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,weak,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00028,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00029,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00030,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00031,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00032,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00033,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00034,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00035,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00036,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,strong,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00037,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,strong,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00038,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00039,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00040,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00041,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,weak,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00042,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00043,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00044,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00045,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00046,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00047,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00048,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,strong,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00049,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00050,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00051,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,strong,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00052,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,strong,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00053,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00054,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00055,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00056,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,strong,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00057,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,strong,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00058,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00059,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00060,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,strong,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00061,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,weak,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00062,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,weak,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00063,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00064,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00065,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00066,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00067,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,weak,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00068,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00069,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00070,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00071,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,weak,4,val,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00072,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00073,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,weak,4,test,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00074,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00075,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,medium,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00076,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,strong,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__byx__2025_09_28_17_46_00__00077,byx,2025_09_28_17_46_00,raw_vehicle_dynamic_onset,candidate,extreme,4,train,test,val,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__cwh__2025_09_26_19_23_28__00001,cwh,2025_09_26_19_23_28,raw_road_curvature_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_23_28__00001,cwh,2025_09_26_19_23_28,old_v400_context_trigger_idx,primary,weak,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_23_28__00002,cwh,2025_09_26_19_23_28,old_v400_context_trigger_idx,secondary,medium_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_23_28__00003,cwh,2025_09_26_19_23_28,old_v400_context_trigger_idx,primary,weak,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_23_28__00004,cwh,2025_09_26_19_23_28,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_23_28__00005,cwh,2025_09_26_19_23_28,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_23_28__00006,cwh,2025_09_26_19_23_28,old_v400_context_trigger_idx,secondary,extreme_active,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_23_28__00007,cwh,2025_09_26_19_23_28,old_v400_context_trigger_idx,secondary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_23_28__00008,cwh,2025_09_26_19_23_28,old_v400_context_trigger_idx,primary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_23_28__00001,cwh,2025_09_26_19_23_28,raw_vehicle_dynamic_onset,candidate,extreme,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_23_28__00002,cwh,2025_09_26_19_23_28,raw_vehicle_dynamic_onset,candidate,strong,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_23_28__00003,cwh,2025_09_26_19_23_28,raw_vehicle_dynamic_onset,candidate,medium,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_23_28__00004,cwh,2025_09_26_19_23_28,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_23_28__00005,cwh,2025_09_26_19_23_28,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_23_28__00006,cwh,2025_09_26_19_23_28,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_23_28__00007,cwh,2025_09_26_19_23_28,raw_vehicle_dynamic_onset,candidate,medium,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_vehicle_dynamic_onset__cwh__2025_09_26_19_23_28__00008,cwh,2025_09_26_19_23_28,raw_vehicle_dynamic_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__cwh__2025_09_26_19_27_21__00001,cwh,2025_09_26_19_27_21,raw_road_curvature_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__cwh__2025_09_26_19_27_21__00002,cwh,2025_09_26_19_27_21,raw_road_curvature_onset,candidate,weak,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__cwh__2025_09_26_19_27_21__00003,cwh,2025_09_26_19_27_21,raw_road_curvature_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
raw_road_curvature_onset__cwh__2025_09_26_19_27_21__00004,cwh,2025_09_26_19_27_21,raw_road_curvature_onset,candidate,extreme,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00001,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00002,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,secondary,weak,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00003,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,secondary,weak,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00004,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00005,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,primary,strong_active,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00006,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00007,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,secondary,strong_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00008,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,secondary,extreme_active,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00009,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,primary,extreme_active,4,val,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00010,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,primary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00011,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,secondary,weak,4,train,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
old_v400_context__cwh__2025_09_26_19_27_21__00012,cwh,2025_09_26_19_27_21,old_v400_context_trigger_idx,primary,strong_active,4,test,train,train,fit_scalers_and_feature_learning_on_train_only_for_each_split
