sample_id,split,candidate_name,prototype_rule,prototype_train_n
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000054775__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000331710__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000164300__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860__pre3_label3_response_coverage,test,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=very_large,12
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=very_large,12
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=very_large,12
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=very_large,12
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=positive&amplitude_mode=medium,27
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,val,proto_direction_amp,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=small,33
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=large,16
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=very_large,7
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=small,42
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=negative&amplitude_mode=medium,39
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,train,proto_direction_amp,direction_mode=positive&amplitude_mode=large,12
